u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,from,to,access,bridge,geometry
71692064,1937532197,0,9416172,1,1,,,motorway_link,,15.2,120.464,71692064,1937532197,,,"LINESTRING (-71.750605 42.296907, -71.750805 42.296842, -71.750985 42.296765, -71.751302 42.296637, -71.7515348 42.2965533, -71.7516608 42.2964938, -71.7517574 42.2964402, -71.751866 42.2963658)"
71692064,71694825,0,654262680,1,1,,,motorway_link,,15.2,140.695,71692064,71694825,,,"LINESTRING (-71.750605 42.296907, -71.750868 42.296848, -71.751169 42.296779, -71.751439 42.296707, -71.751658 42.296653, -71.751763 42.296641, -71.75183 42.29664, -71.751893 42.296645, -71.751938 42.296653, -71.751985 42.29666, -71.752028 42.296677, -71.752091 42.296717, -71.752198 42.296784)"
71692763,3480010515,0,9414164,1,2,,Main Street,secondary,35 mph,18.3,181.21499999999997,71692763,3480010515,,,"LINESTRING (-71.7534293 42.2975979, -71.753355 42.297559, -71.753157 42.297446, -71.752956 42.29731, -71.752654 42.29705, -71.752417 42.296792, -71.752399 42.296769, -71.7520524 42.296346)"
71692763,3570213694,0,"[351261562, 9414164]",1,2,,Main Street,secondary,35 mph,18.3,79.705,3570213694,71692763,,yes,"LINESTRING (-71.7542661 42.2979577, -71.7540221 42.2978485, -71.753859 42.29779, -71.753852 42.297788, -71.753727 42.2977388, -71.7536224 42.2976931, -71.7534293 42.2975979)"
71694018,3341816843,0,9414457,0,2,,Holman Street,residential,,11.0,100.789,3341816843,71694018,,,"LINESTRING (-71.706331 42.298372, -71.706319 42.298243, -71.706309 42.298141, -71.706299 42.298039, -71.706287 42.297929, -71.706275 42.297819, -71.706263 42.297709, -71.70625 42.297562, -71.706242 42.297468)"
71694407,71710972,0,9415143,0,2,,Browning Road,residential,,15.2,286.34600000000006,71710972,71694407,,,"LINESTRING (-71.729105 42.310452, -71.729009 42.310512, -71.728905 42.310623, -71.728889 42.310648, -71.728881 42.310679, -71.728887 42.310775, -71.728901 42.310839, -71.72891 42.310928, -71.728925 42.310999, -71.728947 42.311074, -71.729016 42.31128, -71.729058 42.311362, -71.729131 42.311475, -71.728933 42.31169, -71.728534 42.312077, -71.728494 42.312119, -71.728439 42.312165, -71.728364 42.312212, -71.728278 42.31225, -71.728232 42.312263, -71.728197 42.312269, -71.728161 42.312272, -71.728087 42.312273, -71.72786 42.312257, -71.727667 42.312234)"
71694620,71695795,0,9415968,0,2,,Naples Street,residential,,12.2,108.399,71695795,71694620,,,"LINESTRING (-71.746276 42.272062, -71.746164 42.272061, -71.746052 42.272061, -71.74594 42.272062, -71.74577 42.272061, -71.745599 42.27206, -71.745429 42.272053, -71.745273 42.272039, -71.745119 42.272021, -71.744964 42.272002)"
71694825,1937532197,0,110521608,1,2,,Main Street,secondary,35 mph,18.3,53.947,1937532197,71694825,,,"LINESTRING (-71.751866 42.2963658, -71.752126 42.296704, -71.752198 42.296784)"
71695360,71716314,0,9414777,1,,,,trunk_link,,,86.884,71695360,71716314,,,"LINESTRING (-71.71416 42.276848, -71.714192 42.276855, -71.714222 42.276866, -71.714251 42.276879, -71.714277 42.276893, -71.714302 42.276908, -71.714324 42.276926, -71.714337 42.27694, -71.714349 42.276955, -71.714361 42.27697, -71.714375 42.276986, -71.714389 42.277002, -71.714402 42.277017, -71.71441 42.27703, -71.714417 42.277044, -71.714425 42.277057, -71.71459 42.277525)"
71695795,71724603,0,9414919,0,1,,Naples Street,residential,,9.1,77.36100000000002,71724603,71695795,,,"LINESTRING (-71.747215 42.272084, -71.747015 42.272085, -71.746814 42.272086, -71.746614 42.272082, -71.746502 42.272076, -71.746389 42.272067, -71.746276 42.272062)"
71695842,71715955,0,9414908,0,2,,Red Coat Circle,residential,,,100.57300000000001,71715955,71695842,,,"LINESTRING (-71.707344 42.31256, -71.707358 42.312547, -71.707373 42.312531, -71.707381 42.312518, -71.70739 42.312504, -71.707398 42.312491, -71.707413 42.312464, -71.707426 42.312437, -71.707441 42.312411, -71.707456 42.312387, -71.707472 42.312365, -71.707487 42.312342, -71.707508 42.312312, -71.707529 42.312283, -71.707548 42.312252, -71.707563 42.312225, -71.707577 42.312199, -71.70759 42.312171, -71.707601 42.312138, -71.707609 42.312105, -71.707616 42.312071, -71.707621 42.312039, -71.707625 42.312006, -71.707624 42.311973, -71.707618 42.311943, -71.707608 42.311914, -71.707597 42.311885, -71.707582 42.311852, -71.707565 42.31182, -71.707454 42.311741)"
71696133,4760166277,0,9414207,1,2,,Prospect Street,tertiary,,11.0,37.74,71696133,4760166277,,,"LINESTRING (-71.7133183 42.2986825, -71.7133547 42.2986642, -71.7133989 42.2986384, -71.7134459 42.2986265, -71.7135102 42.2986186, -71.7137503 42.2985878)"
71696133,71728337,0,9414342,1,1,,Prospect Street,tertiary,,11.0,13.024000000000001,71728337,71696133,,,"LINESTRING (-71.7133574 42.29857, -71.713321 42.298647, -71.7133183 42.2986825)"
71696695,71700844,0,9414319,0,2,,Worthington Avenue,residential,,12.2,26.881,71700844,71696695,,,"LINESTRING (-71.742077 42.271709, -71.742026 42.271674, -71.741938 42.271605, -71.741855 42.271532)"
71696755,71697744,0,9414164,1,2,,Main Street,secondary,35 mph,18.3,44.476,71696755,71697744,,,"LINESTRING (-71.7502696 42.2941067, -71.750158 42.294023, -71.749969 42.293865, -71.7499 42.293815)"
71697139,3705671476,0,9416331,1,,,Maple Avenue,secondary,30 mph,15.2,56.794999999999995,3705671476,71697139,,,"LINESTRING (-71.737091 42.2761811, -71.7374448 42.2759982, -71.7374931 42.2759736, -71.7375226 42.2759585, -71.7375896 42.2759248, -71.73766 42.275892)"
71699552,1997986884,0,9416291,0,2,,Svenson Road,tertiary,,12.2,66.41199999999999,1997986884,71699552,,,"LINESTRING (-71.7445489 42.2750861, -71.7445059 42.2750012, -71.744483 42.274956, -71.744476 42.274874, -71.744471 42.274791, -71.744469 42.274708, -71.744467 42.274617, -71.744468 42.274526, -71.74447 42.274498)"
71700169,2111732971,0,9414466,0,2,,High Street,tertiary,25 mph,10.7,76.092,2111732971,71700169,,,"LINESTRING (-71.6979272 42.3107621, -71.6970383 42.3105719)"
71702631,327939412,0,9416164,0,2,,Wesleyan Street,residential,,9.1,198.14,327939412,71702631,,,"LINESTRING (-71.715404 42.294176, -71.7153849 42.2941822, -71.7149547 42.2943214, -71.7148031 42.2943705, -71.714709 42.294401, -71.7144745 42.2944819, -71.7142169 42.2945708, -71.7138796 42.2946872, -71.7137831 42.2947205, -71.7136604 42.2947629, -71.713576 42.294792, -71.7135146 42.2948062, -71.713194 42.29488)"
71702631,327619405,0,"[858459138, 9414252]",0,2,MA 140,Grafton Street,primary,35 mph,"['12.8', '12.2']",201.78699999999998,327619405,71702631,,,"LINESTRING (-71.713667 42.29666, -71.713632 42.2965079, -71.7135981 42.2963599, -71.71358 42.296281, -71.7135742 42.2962555, -71.7135504 42.2961502, -71.7135077 42.2959613, -71.713502 42.295936, -71.7134898 42.2958913, -71.713425 42.295654, -71.7134144 42.2956132, -71.713348 42.295359, -71.71332 42.29527, -71.7133061 42.295227, -71.7132329 42.2950004, -71.713194 42.29488)"
71702631,3477321555,0,858459138,0,2,MA 140,Grafton Street,primary,35 mph,12.2,115.57099999999998,3477321555,71702631,,,"LINESTRING (-71.712868 42.293869, -71.7129211 42.2940337, -71.7129474 42.2941152, -71.7130472 42.2944248, -71.7130913 42.2945614, -71.7131154 42.2946363, -71.7131472 42.2947349, -71.7131652 42.2947906, -71.713194 42.29488)"
71703359,6757053793,0,719909507,0,,,,residential,,,71.484,6757053793,71703359,,,"LINESTRING (-71.6975641 42.2790057, -71.6975274 42.279648)"
71703359,6757053791,0,9414797,0,,,,residential,,,80.44399999999999,6757053791,71703359,,,"LINESTRING (-71.6965545 42.2796047, -71.696688 42.279595, -71.696922 42.279597, -71.69738 42.279629, -71.6975274 42.279648)"
71703775,71703775,0,9414558,0,,,Eastern Point Drive,residential,,,71.09,71703775,71703775,,,"LINESTRING (-71.754141 42.28596, -71.754126 42.285902, -71.754117 42.28585, -71.754113 42.285798, -71.754126 42.285749, -71.754138 42.285728, -71.754152 42.285708, -71.75417 42.285696, -71.754195 42.285695, -71.754223 42.285702, -71.754248 42.285713, -71.754266 42.285727, -71.754281 42.285744, -71.754292 42.285761, -71.754296 42.285788, -71.754291 42.285817, -71.754286 42.285846, -71.754272 42.285858, -71.754257 42.28587, -71.754243 42.285882, -71.75421 42.285908, -71.754175 42.285934, -71.754141 42.28596)"
71704363,71718174,0,9414974,0,2,,Sycamore Road,residential,30 mph,15.2,265.634,71718174,71704363,,,"LINESTRING (-71.723776 42.2538246, -71.7228094 42.2544682, -71.7227402 42.2545202, -71.7226784 42.2545778, -71.7226222 42.2546506, -71.7225848 42.2547233, -71.7225548 42.2547975, -71.7225473 42.2548731, -71.722551 42.2549472, -71.722566 42.25502, -71.7227967 42.2558193)"
71704370,71704370,0,9415468,0,2,,Ruthen Circle,residential,,15.2,390.43199999999996,71704370,71704370,,,"LINESTRING (-71.708139 42.298873, -71.7081326 42.2990434, -71.7081228 42.2993019, -71.708122 42.299323, -71.708121 42.299373, -71.708142 42.299431, -71.7081787 42.2994789, -71.708188 42.299491, -71.70826 42.299546, -71.708322 42.299578, -71.7083441 42.299585, -71.708388 42.299599, -71.708458 42.299609, -71.708544 42.299611, -71.708653 42.299594, -71.7086731 42.2995893, -71.7087306 42.299576, -71.7090406 42.2995042, -71.7091042 42.2994895, -71.709223 42.299462, -71.7092639 42.2994372, -71.709304 42.299413, -71.709365 42.299357, -71.709392 42.299302, -71.709396 42.299263, -71.709383 42.2991819, -71.709373 42.299119, -71.7093036 42.2989395, -71.7092397 42.2987743, -71.7092151 42.2987108, -71.709168 42.298589, -71.7091088 42.298537, -71.709086 42.298517, -71.708995 42.298475, -71.708862 42.298452, -71.7086718 42.2984466, -71.7085444 42.2984431, -71.708436 42.29844, -71.708327 42.298476, -71.708263 42.298519, -71.708201 42.298598, -71.708158 42.298739, -71.7081428 42.2988463, -71.708139 42.298873)"
71704370,3341816842,0,9415812,0,2,,Alice Avenue,residential,,15.2,144.327,3341816842,71704370,,,"LINESTRING (-71.706398 42.299004, -71.70699 42.298938, -71.7071163 42.2989197, -71.707338 42.29889, -71.7075871 42.2988747, -71.7076428 42.2988713, -71.707664 42.29887, -71.708139 42.298873)"
71705006,71728585,0,9414129,0,2,,Walnut Street,residential,,15.2,327.495,71728585,71705006,,,"LINESTRING (-71.680283 42.282307, -71.679985 42.28208, -71.6799234 42.2820462, -71.679739 42.281945, -71.679576 42.281881, -71.6791148 42.281737, -71.678942 42.281683, -71.678749 42.281615, -71.678492 42.281491, -71.67832 42.281386, -71.678166 42.281276, -71.678031 42.281163, -71.6779894 42.2811174, -71.6778015 42.2809114, -71.677553 42.280639, -71.677331 42.280431)"
71706430,5950021830,0,9415560,0,2,,Olde Colony Drive,residential,30 mph,15.2,186.122,5950021830,71706430,,,"LINESTRING (-71.6989981 42.3160291, -71.6990299 42.3159721, -71.6990466 42.3159078, -71.699051 42.315848, -71.699048 42.315785, -71.699025 42.315728, -71.698988 42.315677, -71.698931 42.315629, -71.6988617 42.315589, -71.697585 42.3148852)"
71707557,71712399,0,9416589,0,2,,Redland Street,residential,30 mph,12.2,227.05700000000002,71712399,71707557,,,"LINESTRING (-71.735146 42.270275, -71.735254 42.270254, -71.735377 42.270216, -71.7355798 42.2701458, -71.7356994 42.270093, -71.735759 42.270058, -71.735826 42.270023, -71.73588 42.269981, -71.735969 42.269885, -71.736058 42.269742, -71.736128 42.26966, -71.736214 42.269584, -71.736264 42.269547, -71.736319 42.269514, -71.736386 42.269485, -71.73653 42.269437, -71.736705 42.269382, -71.736791 42.269351, -71.736989 42.269253, -71.737287 42.26908)"
71708280,6515415858,0,9416173,0,2,,Silver Gate Circle,residential,30 mph,15.2,72.179,6515415858,71708280,,,"LINESTRING (-71.7386668 42.280702, -71.7388901 42.2807178, -71.739503 42.280551)"
71708297,71725532,2,9416478,0,2,,Fairlawn Circle,residential,,11.6,110.533,71708297,71725532,,,"LINESTRING (-71.740567 42.272938, -71.740648 42.272964, -71.74111 42.273131, -71.741354 42.273226, -71.741624 42.273327, -71.741701 42.273343, -71.741769 42.273352, -71.741782 42.273349)"
71708297,71725532,3,9416478,0,2,,Fairlawn Circle,residential,,11.6,311.79100000000005,71708297,71725532,,,"LINESTRING (-71.740567 42.272938, -71.740379 42.272865, -71.740175 42.272771, -71.740145 42.272744, -71.740136 42.272718, -71.740136 42.272688, -71.74014 42.27266, -71.740151 42.272625, -71.740169 42.272591, -71.740194 42.27256, -71.740224 42.272533, -71.740298 42.272487, -71.740364 42.272456, -71.740509 42.272406, -71.740698 42.272348, -71.740931 42.272286, -71.741 42.272275, -71.741067 42.272273, -71.741356 42.272288, -71.741432 42.272295, -71.741686 42.272334, -71.741719 42.272346, -71.74174 42.272362, -71.741757 42.272382, -71.741771 42.272404, -71.74178 42.272433, -71.7418 42.272679, -71.741807 42.272842, -71.741815 42.273138, -71.741832 42.273236, -71.741828 42.273284, -71.741821 42.273308, -71.741811 42.273331, -71.741796 42.273347, -71.741782 42.273349)"
71708380,6131152089,0,9414381,0,1,,Salisbury Street,residential,,6.1,26.558,6131152089,71708380,,,"LINESTRING (-71.7422775 42.2437005, -71.742218 42.243728, -71.742087 42.243787, -71.742053 42.243803, -71.742003 42.243826)"
71708380,6054303499,0,9414524,0,,,,residential,,,46.864000000000004,6054303499,71708380,,,"LINESTRING (-71.7417495 42.2441998, -71.7418411 42.2441119, -71.7419228 42.2439889, -71.742003 42.243826)"
71710569,71720710,0,9416286,0,2,,Trowbridge Circle,residential,30 mph,12.2,165.62800000000001,71720710,71710569,,,"LINESTRING (-71.699716 42.294553, -71.70014 42.294221, -71.7003014 42.2941025, -71.7003867 42.2940348, -71.700469 42.293977, -71.700551 42.2939337, -71.7006368 42.2939004, -71.7007221 42.2938777, -71.7008392 42.2938542, -71.7011058 42.2938158, -71.7013523 42.2937896)"
71712251,5821494749,0,9416033,0,2,MA 140,Memorial Drive,primary,50 mph,21.3,7.943,5821494749,71712251,,,"LINESTRING (-71.7112515 42.2492088, -71.711231 42.249139)"
71712780,5821599344,0,"[9415915, 615647268]",0,2,,Hemingway Street,residential,30 mph,15.2,247.787,5821599344,71712780,,,"LINESTRING (-71.717349 42.2654835, -71.7170101 42.2655722, -71.7169144 42.2655928, -71.716815 42.2656078, -71.7167137 42.2656188, -71.7166044 42.2656176, -71.7164933 42.2656051, -71.7157771 42.265502, -71.715624 42.26547, -71.715451 42.265481, -71.7146099 42.2655666, -71.7143949 42.2655733)"
71712839,71728585,0,9416529,0,2,,Tennis Drive,residential,,15.2,559.18,71728585,71712839,,,"LINESTRING (-71.680283 42.282307, -71.681057 42.282221, -71.681828 42.282117, -71.6823302 42.2820634, -71.682428 42.282053, -71.6834034 42.281916, -71.683603 42.281888, -71.6838793 42.2818452, -71.684596 42.281734, -71.684712 42.281705, -71.684749 42.281679, -71.684762 42.281659, -71.684762 42.281589, -71.684739 42.281406, -71.684678 42.281052, -71.684582 42.280695, -71.684459 42.2801583, -71.684437 42.280043)"
71715691,5821599321,0,9415831,0,2,,Sinclair Road,residential,30 mph,15.2,148.712,5821599321,71715691,,,"LINESTRING (-71.7179689 42.2633813, -71.7180671 42.2634083, -71.7181608 42.2634433, -71.7182486 42.2634856, -71.719433 42.2641579)"
71715691,5821599320,0,9416314,0,2,,Thoreau Circle,residential,30 mph,12.2,97.428,5821599320,71715691,,,"LINESTRING (-71.7204036 42.2646201, -71.7202987 42.2646264, -71.7202419 42.264618, -71.7201808 42.2645914, -71.719433 42.2641579)"
71715939,71729744,0,9415287,0,2,,Leonard Parkway,residential,30 mph,9.1,136.61,71729744,71715939,,,"LINESTRING (-71.6875583 42.2916066, -71.686469 42.292534)"
71716162,327813271,0,9415214,0,2,,School Street,residential,,10.7,215.685,327813271,71716162,,,"LINESTRING (-71.692568 42.296393, -71.6926917 42.296637, -71.6927448 42.2967813, -71.6927583 42.296829, -71.692785 42.296923, -71.6928827 42.2971811, -71.692894 42.297211, -71.692972 42.297389, -71.6931018 42.2977448, -71.6931372 42.2978645, -71.6931545 42.2979771, -71.693173 42.29811, -71.6931811 42.2982705)"
71716629,71717135,0,9414897,0,,,,residential,,,33.967,71717135,71716629,,,"LINESTRING (-71.708733 42.250891, -71.708581 42.250607)"
71718041,3598834358,0,9414272,0,2,US 20,Hartford Turnpike,primary,50 mph,18.3,50.352999999999994,3598834358,71718041,,,"LINESTRING (-71.6735985 42.2788451, -71.673493 42.278919, -71.673313 42.279029, -71.673131 42.279137)"
71718041,5759658817,0,607826353,1,,,Valente Drive,residential,,,76.32600000000001,5759658817,71718041,,,"LINESTRING (-71.6729929 42.2785589, -71.6730934 42.2786161, -71.6732382 42.2787312, -71.6732731 42.2787847, -71.6732865 42.2788324, -71.6732758 42.2788879, -71.673131 42.279137)"
71719493,4370274778,0,"[9416339, 9414311]",0,1,,"['Lakeside Drive', 'Smith Road']",residential,,"['10.7', '6.1']",169.25300000000001,4370274778,71719493,,,"LINESTRING (-71.7423388 42.25101, -71.742446 42.251106, -71.742543 42.251204, -71.742642 42.251303, -71.742722 42.25138, -71.742802 42.251456, -71.742883 42.251532, -71.7424279 42.2518049, -71.7421874 42.2519293, -71.7419707 42.2520678)"
71720710,3341816848,0,9416559,0,2,,Founders Road,residential,,15.2,133.757,3341816848,71720710,,,"LINESTRING (-71.700475 42.295572, -71.700254 42.294995, -71.700197 42.294897, -71.70011 42.294812, -71.699716 42.294553)"
71722923,4011256384,0,398361794,1,,,,secondary_link,,,24.359,71722923,4011256384,,,"LINESTRING (-71.7480498 42.2926883, -71.7479934 42.2926795, -71.7478567 42.292619, -71.7478245 42.292611, -71.74778 42.292617)"
71724700,5579521470,0,"[661923660, 9414325, 734829926]",0,2,,Baker Avenue,residential,,12.2,307.914,5579521470,71724700,,,"LINESTRING (-71.7460022 42.2778345, -71.7460403 42.2777285, -71.7461401 42.2775973, -71.7461873 42.2774836, -71.7462149 42.2773939, -71.7461765 42.2768198, -71.7461698 42.2767406, -71.7461266 42.2764286, -71.7460766 42.2758817, -71.7460696 42.2758053, -71.746066 42.2757666, -71.7460123 42.2751795, -71.7460014 42.2751017)"
71724700,1997986886,0,9414427,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,116.901,1997986886,71724700,,,"LINESTRING (-71.7445875 42.275204, -71.7447996 42.275188, -71.744839 42.275185, -71.745015 42.275168, -71.745191 42.275154, -71.745503 42.275133, -71.7456653 42.2751242, -71.745816 42.275116, -71.7460014 42.2751017)"
71726952,3330205834,0,326387613,0,,,Sajda Drive,residential,,,205.048,3330205834,71726952,,,"LINESTRING (-71.6699675 42.275493, -71.6701059 42.2754056, -71.6703076 42.2752547, -71.6705263 42.2751306, -71.6707557 42.2750332, -71.6711379 42.2749295, -71.671518 42.2748007, -71.671777 42.2747017, -71.672104 42.274579)"
71728337,3477321548,0,9414205,1,1,,Prospect Street,tertiary,,11.0,29.727,3477321548,71728337,,,"LINESTRING (-71.713707 42.2985157, -71.7136135 42.2985214, -71.7135143 42.2985273, -71.7134378 42.2985412, -71.7133574 42.29857)"
71728924,2540682775,0,9416068,0,2,,Wachusett Circle,residential,30 mph,15.2,139.915,2540682775,71728924,,,"LINESTRING (-71.7199801 42.313048, -71.7199592 42.3129926, -71.7199461 42.3129282, -71.7199347 42.3128203, -71.719914 42.311793)"
71729388,3566566406,0,9415311,0,2,,Old Mill Road,secondary,,10.7,98.17999999999999,3566566406,71729388,,,"LINESTRING (-71.7425577 42.2827065, -71.742482 42.282512, -71.742426 42.282409, -71.742358 42.28231, -71.74228 42.282213, -71.742205 42.282104, -71.742162 42.282051, -71.742063 42.281971, -71.742023 42.281927)"
